id,premise,hypothesis,lang_abv,language,label
4009ddeb05,when jesus was born in about 4 b c joseph and mary escaped herod s paranoia by fleeing into egypt with the new born infant,jesus birth has been dated to around 10 b c,en,English,2
72d1b5ce6c,and could it not result in a decline in postal service volumes across the board,nothing will affect postal service volumes across the board,en,English,2
27dd4fa0c4,folklore of ibiza,war history of ibiza,en,English,2
489ba2482b,chatterbox queried trudeau about the dallas morning news quote,trudeau was queried by chatterbox about his quote,en,English,0
f8f513200d,there are two challengers to these top dogs,these top dogs face two tough financial challenges,en,English,1
edbabaa933,ran toward us rather slowly like people finishing their run,they ran slowly because they were tired from working out a lot,en,English,1
c461b2cf3c,i ve been getting a kick out of those lately,i guess they just don t like me,en,English,2
00330cdacf,you ve got the keys still haven t you poirot i asked as we reached the door of the locked room,i had the keys in my pocket,en,English,1
b164be9941,puppet shows,productions using puppets,en,English,0
1ff64bec4d,even today yanomamo men raid villages kill men and abduct women for procreative purposes,yanomamo eats food,en,English,1
aadf35db6b,it is housed in a martello a series of such towers some 12 m 40 ft high and 2 5 m 8 ft thick were constructed along the coast at the beginning of the 19th century to guard against invasion by napoleon,a number of these towers which were built to guard against invasion by napoleon were built along the coast in the 19th century,en,English,0
af05290406,um i ve visited the wyoming area i m not sure exactly where dances with wolves was filmed,i ve only visited the area in the spring,en,English,1
cbccef28bf,13 executive effectively implementing the government performance and results act gao ggd 96 118 june 1996,the executives didn t implement the government performance and results act,en,English,2
19874af5f5,information computer attacks at department of defense pose increasing risks,the computer attacks on the department of defense are too powerful to handle,en,English,1
0979f1c535,daniel took it upon himself to explain a few things,daniel explained what was happening,en,English,0
5f00c1e411,the ile saint louis is an enchanted self contained island of gracious living long popular with the more affluent gentry and celebrities of paris,the ile saint louis is adored by the poor in paris,en,English,2
844346dd31,kentucky officials say there is a virtual epidemic of abusive relationships in the state,kentucky marriages tend to be the healthiest,en,English,2
0c3c0175ac,and uh it that takes so much time away from your kids,takes you away from your kids because it is more important to you,en,English,1
e6d717a178,even if you re the kind of traveler who likes to improvise and be adventurous don t turn your nose up at the tourist offices,tourist officers are a good place to visit even if you re an adventurous tourist,en,English,0
a5fcf2ec8f,he walked out into the street and i followed,i followed him as he walked,en,English,0
